resultID,runID,assayID,pcrChemistryID,extractID,wellLocation,sampleName,copyNumber,control,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
288,9,2,3,47,17,O3.1N-rep2,,,1.118542259,40,12.638092,38.75626921,10.09351,10.138152,10.099462,10.032499,9.99381,9.871789,9.731911,9.583105,9.572689,9.584593,9.574177,9.577153,9.603938,9.626259,9.630723,9.624771,9.638163,9.64114,9.653044,9.670901,9.681317,9.690246,9.711078,9.70959,9.727447,9.733399,9.74828,9.758696,9.773577,9.760184,9.783993,9.804826,9.833099,9.910478,10.051844,10.252732,10.705102,11.414907,12.638092,14.501143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,9,2,3,47,18,O3.1N-rep3,,,1.118542259,40,Unable to Determine Threshold,40,9.29591,9.20365,9.179841,9.133711,9.114366,9.016154,8.914966,8.853956,8.856932,8.880741,8.873301,8.892645,8.920919,8.940263,8.961096,8.956632,8.983417,8.998298,9.020619,9.035499,9.054844,9.075677,9.09651,9.102462,9.129247,9.132223,9.148592,9.159008,9.172401,9.16496,9.173889,9.185793,9.19621,9.221507,9.240851,9.221507,9.260196,9.251268,9.245316,9.278053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,9,2,3,47,19,O3.1N-rep4,,,1.118542259,40,Unable to Determine Threshold,40,8.583129,8.624795,8.617354,8.589081,8.55188,8.432835,8.337599,8.342063,8.342063,8.353968,8.342063,8.358432,8.364384,8.392657,8.400098,8.389681,8.391169,8.391169,8.407538,8.412002,8.425395,8.432835,8.441763,8.438787,8.453668,8.45962,8.474501,8.478965,8.486405,8.477477,8.484917,8.496822,8.492357,8.519142,8.535511,8.534023,8.556344,8.557832,8.548904,8.574201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,9,2,3,47,20,O3.1N-rep5,,,1.118542259,40,Unable to Determine Threshold,40,9.435787,9.475965,9.428347,9.374777,9.29591,9.105438,9.053356,9.075677,9.075677,9.087581,9.074189,9.087581,9.09651,9.108414,9.102462,9.092045,9.112878,9.120319,9.126271,9.136687,9.148592,9.159008,9.170913,9.172401,9.185793,9.191745,9.191745,9.20365,9.209602,9.202162,9.21109,9.221507,9.220019,9.240851,9.258708,9.258708,9.292934,9.278053,9.281029,9.30335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,9,2,3,47,21,O3.1N-rep6,,,1.118542259,40,Unable to Determine Threshold,40,9.822683,9.85542,9.80185,9.75572,9.672389,9.498286,9.419419,9.429835,9.425371,9.438763,9.429835,9.453644,9.46406,9.477453,9.498286,9.472989,9.496798,9.50275,9.517631,9.523583,9.54144,9.553344,9.562272,9.566737,9.590546,9.596498,9.59501,9.596498,9.60245,9.590546,9.592034,9.603938,9.603938,9.629235,9.647092,9.630723,9.66346,9.657508,9.65602,9.667925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,9,2,3,48,22,O3.2N-rep1,,,1.118542259,40,Unable to Determine Threshold,40,9.392634,9.425371,9.404538,9.347992,9.288469,9.175377,9.053356,8.980441,8.964072,8.971513,8.967048,8.978953,8.990857,9.014666,9.026571,9.013178,9.025083,9.025083,9.044428,9.051868,9.063772,9.077165,9.087581,9.095022,9.109902,9.117342,9.121807,9.133711,9.148592,9.133711,9.138175,9.154544,9.156032,9.176865,9.193234,9.179841,9.212578,9.202162,9.200674,9.228947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,9,2,3,48,23,O3.2N-rep2,,,1.118542259,40,Unable to Determine Threshold,40,9.654532,9.703638,9.675365,9.596498,9.542928,9.472989,9.361384,9.266148,9.258708,9.266148,9.261684,9.267637,9.288469,9.316743,9.322695,9.325671,9.339063,9.336087,9.352456,9.36436,9.377753,9.392634,9.397098,9.411978,9.428347,9.426859,9.446204,9.46406,9.470013,9.455132,9.46406,9.483405,9.481917,9.49531,9.517631,9.505726,9.533999,9.525071,9.531023,9.550368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,9,2,3,48,24,O3.2N-rep3,,,1.118542259,40,12.630652,37.8627669,9.389657,9.420907,9.383705,9.294422,9.217042,9.106926,8.99681,8.989369,8.987881,9.002762,8.989369,9.008714,9.026571,9.039963,9.051868,9.035499,9.048892,9.06526,9.074189,9.077165,9.092045,9.099486,9.10395,9.109902,9.124783,9.130735,9.133711,9.145616,9.15752,9.156032,9.185793,9.230435,9.300374,9.478941,9.782505,10.286958,11.224435,12.630652,14.585962,16.990667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,9,2,3,48,25,O3.2N-rep4,,,1.118542259,40,13.98181,37.88615408,9.132223,9.166448,9.148592,9.087581,9.039963,8.959608,8.825683,8.786993,8.769136,8.772113,8.752768,8.760208,8.760208,8.785505,8.791457,8.779553,8.784017,8.789969,8.809314,8.822707,8.825683,8.894134,8.907526,8.907526,8.919431,8.928359,8.947704,8.95812,8.984905,8.983417,9.047404,9.115854,9.252756,9.507214,9.992322,10.772065,12.123223,13.98181,16.417764,19.261446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,9,2,3,48,26,O3.2N-rep5,,,1.118542259,40,12.760113,37.77655462,9.919407,9.96256,9.917919,9.845004,9.779529,9.673877,9.544416,9.525071,9.522095,9.538463,9.529535,9.547392,9.565248,9.587569,9.599474,9.597986,9.611378,9.615843,9.632211,9.653044,9.669413,9.682805,9.693222,9.693222,9.664949,9.667925,9.690246,9.708102,9.730423,9.746792,9.858396,9.900062,9.952144,10.188746,10.425347,10.800338,11.566689,12.760113,14.539832,16.896919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,9,2,3,48,27,O3.2N-rep6,,,1.118542259,40,Unable to Determine Threshold,40,9.420907,9.444716,9.398586,9.337575,9.261684,9.124783,9.020619,9.029547,9.01169,9.023595,9.002762,9.020619,9.026571,9.032523,9.045916,9.029547,9.063772,9.06526,9.078653,9.092045,9.10395,9.120319,9.133711,9.145616,9.16496,9.176865,9.179841,9.188769,9.209602,9.200674,9.222995,9.222995,9.233411,9.24978,9.270613,9.258708,9.289957,9.279541,9.272101,9.298886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,9,2,3,53,28,A4.1N-rep1,,,1.118542259,40,10.35392,35.81067542,9.222995,9.282517,9.270613,9.227459,9.169425,9.029547,8.876277,8.870325,8.86586,8.873301,8.859908,8.862884,8.877765,8.882229,8.883717,8.876277,8.892645,8.895622,8.900086,8.910502,8.931335,8.943239,8.946216,8.955144,8.974489,8.986393,8.995322,9.010202,9.029547,9.041451,9.072701,9.141151,9.243828,9.455132,9.813754,10.35392,11.228899,12.400002,13.892526,15.712424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,9,2,3,53,29,A4.1N-rep2,,,1.118542259,40,10.187257,35.75324619,9.106926,9.14264,9.100974,9.023595,8.971513,8.798898,8.752768,8.748304,8.752768,8.752768,8.739375,8.740863,8.760208,8.761696,8.757232,8.754256,8.76616,8.764672,8.764672,8.773601,8.778065,8.782529,8.792945,8.794434,8.807826,8.810802,8.815266,8.825683,8.842051,8.85098,8.874789,8.937287,9.045916,9.258708,9.633699,10.187257,11.063725,12.190186,13.602355,15.254101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,9,2,3,53,30,A4.1N-rep3,,,1.118542259,40,10.958072,35.74479135,9.74084,9.783993,9.742328,9.672389,9.626259,9.50275,9.400074,9.331623,9.334599,9.334599,9.327159,9.336087,9.34948,9.373289,9.371801,9.373289,9.389657,9.389657,9.413466,9.413466,9.426859,9.44174,9.446204,9.444716,9.462572,9.461084,9.477453,9.481917,9.496798,9.507214,9.538463,9.59501,9.711078,9.937263,10.342016,10.958072,11.944656,13.231828,14.882086,16.862694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,9,2,3,53,31,A4.1N-rep4,,,1.118542259,40,12.891062,38.87056364,9.626259,9.672389,9.623283,9.542928,9.44174,9.306326,9.260196,9.267637,9.26466,9.267637,9.270613,9.282517,9.298886,9.322695,9.334599,9.330135,9.350968,9.361384,9.380729,9.401562,9.406026,9.420907,9.437275,9.44918,9.465548,9.465548,9.484893,9.496798,9.511678,9.51019,9.533999,9.581617,9.639651,9.781017,10.019107,10.364337,10.959561,11.800314,12.891062,14.276446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,9,2,3,53,32,A4.1N-rep5,,,1.118542259,40,11.522047,38.83105071,9.199186,9.233411,9.209602,9.136687,9.05782,8.926871,8.867348,8.876277,8.86586,8.870325,8.861396,8.876277,8.877765,8.892645,8.90455,8.886693,8.903062,8.901574,8.917942,8.922407,8.932823,8.946216,8.953656,8.95068,8.959608,8.961096,8.980441,8.981929,8.995322,8.989369,9.020619,9.035499,9.093534,9.185793,9.343528,9.597986,10.031011,10.650044,11.522047,12.706543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,9,2,3,53,33,A4.1N-rep6,,,1.118542259,40,Unable to Determine Threshold,40,9.379241,9.434299,9.422395,9.370313,9.300374,9.154544,9.09651,9.120319,9.105438,9.115854,9.100974,9.115854,9.115854,9.127759,9.148592,9.133711,9.159008,9.172401,9.179841,9.197698,9.20365,9.221507,9.227459,9.239363,9.279541,9.284005,9.284005,9.307814,9.319719,9.315254,9.327159,9.350968,9.359896,9.383705,9.409002,9.398586,9.429835,9.428347,9.429835,9.444716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,9,2,3,54,34,A4.2N-rep1,,,1.118542259,40,13.210995,37.86415911,9.533999,9.587569,9.565248,9.51019,9.467037,9.336087,9.212578,9.178353,9.172401,9.181329,9.175377,9.191745,9.21109,9.228947,9.251268,9.237875,9.260196,9.270613,9.282517,9.288469,9.322695,9.34204,9.34948,9.347992,9.371801,9.380729,9.397098,9.407514,9.416443,9.428347,9.455132,9.505726,9.593522,9.775065,10.109878,10.676829,11.699126,13.210995,15.297255,17.893919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,9,2,3,54,35,A4.2N-rep2,,,1.118542259,40,13.550273,38.83894407,9.373289,9.409002,9.370313,9.322695,9.284005,9.190257,9.072701,8.980441,8.978953,8.990857,8.975977,8.989369,9.005738,9.023595,9.035499,9.032523,9.054844,9.060796,9.087581,9.093534,9.114366,9.117342,9.126271,9.132223,9.145616,9.151568,9.160496,9.178353,9.185793,9.191745,9.208114,9.24234,9.298886,9.425371,9.653044,10.033987,10.760161,11.889598,13.550273,15.746649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,9,2,3,54,36,A4.2N-rep3,,,1.118542259,40,11.938704,35.81350731,9.785481,9.831611,9.800362,9.705126,9.584593,9.425371,9.409002,9.419419,9.416443,9.423883,9.404538,9.406026,9.429835,9.44918,9.453644,9.459596,9.481917,9.492334,9.516143,9.531023,9.550368,9.565248,9.590546,9.592034,9.618819,9.627747,9.642628,9.653044,9.681317,9.688757,9.74084,9.834587,9.998274,10.331599,10.93724,11.938704,13.547297,15.688615,18.329921,21.300088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,9,2,3,54,37,A4.2N-rep4,,,1.118542259,40,13.699079,37.83302596,9.455132,9.514654,9.525071,9.493822,9.486381,9.397098,9.240851,9.188769,9.184305,9.191745,9.179841,9.187281,9.200674,9.214066,9.221507,9.215554,9.233411,9.240851,9.248292,9.263172,9.269125,9.279541,9.297398,9.301862,9.315254,9.319719,9.330135,9.334599,9.34948,9.35692,9.388169,9.44918,9.554832,9.773577,10.169401,10.83754,12.011619,13.699079,15.971346,18.703424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,9,2,3,54,38,A4.2N-rep5,,,1.118542259,40,11.68871,37.82746172,9.251268,9.282517,9.252756,9.197698,9.185793,9.097998,9.028059,8.928359,8.864372,8.873301,8.864372,8.880741,8.895622,8.907526,8.923895,8.917942,8.943239,8.952168,8.967048,8.995322,9.002762,9.017642,9.036987,9.045916,9.063772,9.083117,9.093534,9.109902,9.127759,9.123295,9.151568,9.185793,9.243828,9.365848,9.575665,9.931311,10.620283,11.68871,13.325576,15.499631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,9,2,3,54,39,A4.2N-rep6,,,1.118542259,40,13.144032,38.81829423,9.507214,9.532511,9.529535,9.492334,9.498286,9.416443,9.313766,9.218531,9.127759,9.124783,9.123295,9.148592,9.161984,9.176865,9.182817,9.193234,9.21109,9.214066,9.225971,9.234899,9.245316,9.252756,9.266148,9.272101,9.289957,9.286981,9.297398,9.304838,9.313766,9.313766,9.336087,9.371801,9.414954,9.519119,9.722983,10.031011,10.648556,11.638116,13.144032,15.210947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,9,2,3,51,40,O4.1N-rep1,,,1.118542259,40,Unable to Determine Threshold,40,9.733399,9.79441,9.75572,9.682805,9.621795,9.471501,9.339063,9.359896,9.345016,9.347992,9.339063,9.35692,9.361384,9.379241,9.379241,9.376265,9.382217,9.380729,9.398586,9.404538,9.413466,9.423883,9.438763,9.432811,9.447692,9.453644,9.461084,9.467037,9.475965,9.467037,9.474477,9.481917,9.489357,9.50275,9.517631,9.513166,9.542928,9.523583,9.522095,9.54888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,9,2,3,51,41,O4.1N-rep2,,,1.118542259,40,Unable to Determine Threshold,40,9.571201,9.592034,9.560784,9.490846,9.377753,9.245316,9.129247,9.124783,9.115854,9.117342,9.11139,9.114366,9.114366,9.124783,9.124783,9.100974,9.092045,9.099486,9.127759,9.144128,9.161984,9.182817,9.202162,9.21109,9.234899,9.245316,9.260196,9.267637,9.278053,9.273589,9.281029,9.286981,9.29591,9.309302,9.322695,9.312278,9.346504,9.337575,9.337575,9.34948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,9,2,3,51,42,O4.1N-rep3,,,1.118542259,40,11.199138,35.76315664,9.819707,9.845004,9.803338,9.745304,9.660484,9.554832,9.431323,9.339063,9.328647,9.328647,9.327159,9.333111,9.333111,9.343528,9.352456,9.334599,9.350968,9.35692,9.358408,9.36436,9.374777,9.385193,9.388169,9.394122,9.398586,9.406026,9.41049,9.420907,9.440251,9.446204,9.489357,9.559296,9.70215,9.974465,10.456596,11.199138,12.34048,13.827052,15.685639,17.861182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,9,2,3,51,43,O4.1N-rep4,,,1.118542259,40,11.891086,38.79714359,9.642628,9.691734,9.66346,9.611378,9.56376,9.489357,9.379241,9.251268,9.215554,9.214066,9.217042,9.221507,9.228947,9.239363,9.252756,9.240851,9.263172,9.272101,9.285493,9.298886,9.312278,9.330135,9.346504,9.355432,9.386681,9.392634,9.41049,9.423883,9.444716,9.444716,9.46406,9.493822,9.538463,9.630723,9.772089,9.984881,10.40005,10.986346,11.891086,13.185698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,9,2,3,51,44,O4.1N-rep5,,,1.118542259,40,12.870229,37.8573807,9.632211,9.672389,9.645604,9.606914,9.574177,9.467037,9.389657,9.239363,9.184305,9.185793,9.179841,9.187281,9.197698,9.209602,9.215554,9.217042,9.218531,9.224483,9.237875,9.246804,9.25722,9.260196,9.267637,9.279541,9.294422,9.294422,9.307814,9.315254,9.331623,9.337575,9.370313,9.429835,9.526559,9.742328,10.102438,10.682781,11.612819,12.870229,14.498167,16.477286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,9,2,3,51,45,O4.1N-rep6,,,1.118542259,40,11.950608,35.84017603,9.968513,10.028035,9.986369,9.925359,9.885181,9.769113,9.670901,9.592034,9.60245,9.626259,9.614354,9.627747,9.642628,9.651556,9.657508,9.650068,9.673877,9.688757,9.696198,9.70959,9.725959,9.728935,9.745304,9.749768,9.767625,9.767625,9.781017,9.797386,9.812266,9.831611,9.882205,9.980417,10.158984,10.495286,11.072653,11.950608,13.255637,14.899943,16.895431,19.176627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,9,2,3,52,46,O4.2N-rep1,,,1.118542259,40,11.629187,35.74047195,9.531023,9.578641,9.565248,9.532511,9.525071,9.447692,9.379241,9.272101,9.173889,9.175377,9.169425,9.188769,9.19621,9.21109,9.218531,9.212578,9.227459,9.233411,9.246804,9.255732,9.263172,9.279541,9.294422,9.301862,9.319719,9.324183,9.336087,9.346504,9.370313,9.388169,9.432811,9.526559,9.699174,10.03994,10.641116,11.629187,13.199091,15.264518,17.80166,20.631949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,9,2,3,52,47,O4.2N-rep2,,,1.118542259,40,11.126223,35.73146393,9.214066,9.266148,9.263172,9.237875,9.212578,9.14264,9.093534,8.980441,8.886693,8.879253,8.871813,8.888181,8.895622,8.914966,8.922407,8.923895,8.944728,8.949192,8.980441,8.993834,9.007226,9.023595,9.038475,9.047404,9.056332,9.06526,9.081629,9.09651,9.114366,9.124783,9.172401,9.25722,9.397098,9.697686,10.242316,11.126223,12.560713,14.499655,16.905848,19.65727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,9,2,3,32,48,Positive Control,,Y,1.118542259,40,13.952049,31.81513984,9.608402,9.644116,9.597986,9.562272,9.522095,9.432811,9.330135,9.194722,9.153056,9.15752,9.15008,9.161984,9.182817,9.19621,9.212578,9.212578,9.237875,9.24978,9.269125,9.289957,9.30335,9.325671,9.345016,9.367337,9.409002,9.465548,9.586081,9.778041,10.16196,10.847956,12.056261,13.952049,16.554665,19.733161,23.244982,26.823766,30.549868,34.106331,37.577975,41.000512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,10,2,3,15,1,NTC,,Y,1.362753737,40,Unable to Determine Threshold,40,8.517345,8.512897,8.581095,8.560339,8.533653,8.546996,8.518827,8.459525,8.425426,8.375019,8.29496,8.312751,8.318681,8.333507,8.339437,8.345367,8.35871,8.373536,8.391327,8.385397,8.423943,8.452112,8.434321,8.453595,8.463973,8.486211,8.487694,8.495106,8.51438,8.52031,8.529205,8.539583,8.551444,8.558857,8.567752,8.603334,8.581095,8.598886,8.598886,8.621125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,10,2,3,52,2,O4.2N-rep3,,,1.362753737,40,12.042888,37.84853855,9.393542,9.40392,9.365373,9.3461,9.243803,9.142988,9.021418,8.947289,8.973975,9.005109,8.985836,9.045139,9.056999,9.070342,9.070342,9.082203,9.104441,9.122232,9.13261,9.13854,9.162261,9.187465,9.171157,9.187465,9.200808,9.220081,9.230459,9.237872,9.257146,9.264558,9.291245,9.332757,9.412815,9.62927,9.845725,10.272704,10.938376,12.042888,13.630717,15.682589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,10,2,3,52,3,O4.2N-rep4,,,1.362753737,40,14.142202,36.8467321,9.755288,9.773079,9.722672,9.727119,9.644096,9.565519,9.449879,9.285314,9.291245,9.309035,9.286797,9.335722,9.331274,9.340169,9.317931,9.334239,9.337204,9.35203,9.362408,9.350547,9.380199,9.399472,9.386129,9.392059,9.395024,9.412815,9.418745,9.426158,9.458775,9.488426,9.552176,9.676712,9.902062,10.330524,11.083668,12.358675,14.142202,16.487623,19.221476,22.162888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,10,2,3,52,4,O4.2N-rep5,,,1.362753737,40,13.547693,36.8727033,9.703398,9.730084,9.664851,9.661886,9.575897,9.491391,9.36389,9.217116,9.233425,9.255663,9.230459,9.270489,9.277902,9.282349,9.261593,9.274936,9.283832,9.289762,9.295692,9.301623,9.322379,9.341652,9.322379,9.335722,9.337204,9.353512,9.359443,9.372786,9.389094,9.414298,9.470635,9.57145,9.773079,10.140755,10.787154,11.918353,13.547693,15.759683,18.401616,21.27483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
