SCresultID,runID,pcrChemistryID,standardCurveID,wellLocation,sampleName,copyNumber,control,standardConc,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
67,4,4,2,20,G,,,1330,0.398606927,31.63705889,1.315995307,34.88095693,0.218657926,0.198992477,0.189628027,0.159661911,0.109596461,0.035914345,-0.065404104,-0.140593554,-0.17457967,-0.165352787,-0.156125903,-0.149411352,-0.141691802,-0.126434918,-0.108163034,-0.087378817,-0.066092267,-0.046313383,-0.0300515,-0.016301949,-0.003055065,0.006171818,0.018916035,0.033167919,0.05646447,0.075238687,0.098535237,0.118314454,0.157690338,0.202593555,0.287695105,0.413999989,0.61668154,0.912824423,1.315995307,1.855338524,2.470555741,3.151598292,3.848217175,4.189583392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,4,4,2,21,G,,,1330,0.398606927,31.16201911,1.577236298,34.88276251,0.19139886,0.175644637,0.162905415,0.129564192,0.074616637,-0.004449919,-0.084019141,-0.134444697,-0.14165692,-0.128769809,-0.121410031,-0.117567587,-0.112217476,-0.097320365,-0.079408587,-0.06551681,-0.051624699,-0.039742588,-0.020323144,-0.007436033,0.006958412,0.016830522,0.032229967,0.045619744,0.063029189,0.079935966,0.102370077,0.124804188,0.168342632,0.22896541,0.338831187,0.505476965,0.761061743,1.115634854,1.577236298,2.146870742,2.794892186,3.510747964,4.261275075,4.633686186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,4,4,2,22,G,,,1330,0.398606927,31.86215103,1.255157245,34.87147713,0.202405526,0.183800802,0.169215745,0.135536688,0.085275631,0.020442573,-0.064992151,-0.126810208,-0.157976932,-0.147437989,-0.140919047,-0.128872771,-0.121851161,-0.105282552,-0.090221276,-0.072647667,-0.055073724,-0.041519781,-0.024448505,-0.012402229,-0.000355953,0.009680656,0.025244266,0.037290875,0.053356818,0.061383427,0.08046437,0.095023312,0.131691255,0.177403865,0.262309807,0.389926417,0.588895359,0.873285635,1.255157245,1.735011854,2.29576613,2.920335073,3.592639682,3.921499291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,4,4,2,23,G,,,1330,0.398606927,31.54753116,1.419039695,34.87291351,0.169980057,0.165129547,0.172338369,0.144876525,0.095807681,0.021615171,-0.063129673,-0.126770184,-0.154735028,-0.142501205,-0.139312049,-0.123560893,-0.121376737,-0.104118248,-0.089372092,-0.067088936,-0.044805447,-0.032068957,-0.007273135,0.002950688,0.014179511,0.008826667,0.015030489,0.023746645,0.040502468,0.047208957,0.06547278,0.089263603,0.139183425,0.195132915,0.286256071,0.428632227,0.656932049,0.984220539,1.419039695,1.965409184,2.582126007,3.275721829,3.997456985,4.360672641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,4,4,2,24,G,,,1330,0.398606927,31.39970204,1.542254608,34.87253944,0.164712989,0.152667874,0.14941626,0.117523313,0.064024032,-0.011584582,-0.084178196,-0.12411081,-0.129372091,-0.112524372,-0.101706319,-0.082346267,-0.071528548,-0.059705828,-0.052405109,-0.043597057,-0.035794004,-0.034020952,-0.030740232,-0.028464513,-0.021666461,-0.015370741,0.001476978,0.013802364,0.033162416,0.045487802,0.068867855,0.091242574,0.136731626,0.194280012,0.300066732,0.459116117,0.71112417,1.068150556,1.542254608,2.137958994,2.822602047,3.584124433,4.382830152,4.778798538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,4,4,2,25,H,,,133,0.398606927,35.93746662,0.519651729,36.87954138,0.250940691,0.22909377,0.207246683,0.170325263,0.119334176,0.066333423,-0.022343331,-0.120567418,-0.197184838,-0.219031925,-0.206208012,-0.187354432,-0.170008186,-0.149144272,-0.122753359,-0.09435278,-0.0639422,-0.045590953,-0.030254374,-0.022455127,-0.009631214,0.002187699,0.021041279,0.033362859,0.050206772,0.053986351,0.067312931,0.072599511,0.092458091,0.100759671,0.12363325,0.147009163,0.181439743,0.22692499,0.291504569,0.392262483,0.519651729,0.690756642,0.891507889,0.985482302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,4,4,2,26,H,,,133,0.398606927,35.02349106,0.673643693,36.88513624,0.26027372,0.232088294,0.207922534,0.171194774,0.126427347,0.069600587,-0.029434506,-0.131986933,-0.203888026,-0.217501453,-0.202473547,-0.19046064,-0.1779454,-0.160907827,-0.131810587,-0.100703347,-0.069596107,-0.048538533,-0.03451596,-0.02501572,-0.014007813,0.005542426,0.028107666,0.047657573,0.065197813,0.07721072,0.09475096,0.103748866,0.121288773,0.127774346,0.15184692,0.178934493,0.226623733,0.286371973,0.376269213,0.505862119,0.673643693,0.894185599,1.156935839,1.286529079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,4,4,2,27,H,,,133,0.398606927,36.56777085,0.540521183,37.94828534,0.173276762,0.161527674,0.155054753,0.137024832,0.106935578,0.075841323,0.019622736,-0.052675185,-0.11793844,-0.150037694,-0.150480949,-0.14539687,-0.140312791,-0.132716378,-0.118587633,-0.10244922,-0.080280808,-0.063137396,-0.050515984,-0.041411905,-0.028790492,-0.01365708,0.000973999,0.012590411,0.030739157,0.045370236,0.065528648,0.075637394,0.094790806,0.105401885,0.128072631,0.15174871,0.181956789,0.216184868,0.266491947,0.337903359,0.426399105,0.540521183,0.680269929,0.747661341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,4,4,2,28,H,,,133,0.398606927,37.05622157,0.477420467,37.87027531,0.250623805,0.234237075,0.228151012,0.192921282,0.142616886,0.078745489,-0.010249574,-0.114318971,-0.199294034,-0.234524097,-0.234580493,-0.222577557,-0.210574286,-0.18852135,-0.16194608,-0.134366143,-0.101761539,-0.054082269,-0.014944999,0.015147605,0.028155875,0.042169145,0.052665082,0.058638352,0.065616622,0.076614892,0.088618162,0.100119099,0.111117369,0.115583639,0.129094243,0.147629513,0.17721945,0.207814387,0.250971324,0.309202594,0.382508197,0.477420467,0.596954404,0.647899841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,4,4,2,29,H,,,133,0.398606927,34.0907046,0.474160909,34.69315948,0.266139908,0.254257824,0.244385574,0.205369324,0.140726408,0.068546491,-0.044836425,-0.139125342,-0.212812592,-0.224695175,-0.221000759,-0.202734342,-0.185975258,-0.159668842,-0.136377758,-0.119618675,-0.102859925,-0.082080842,-0.055774758,-0.033990675,-0.014216925,0.006059492,0.026335575,0.042591992,0.056838409,0.079627159,0.101411242,0.129727326,0.150003742,0.163747826,0.188546576,0.226912326,0.289396743,0.367458159,0.474160909,0.668797993,0.89760341,1.16861716,1.431088576,1.56040316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,4,4,2,30,H,,,133,0.398606927,33.93877321,0.922342867,36.87087067,0.233506916,0.217635285,0.194728987,0.154236023,0.108215392,0.058174761,-0.020004537,-0.101701168,-0.165308465,-0.18017543,-0.175948061,-0.165188358,-0.155935989,-0.13713662,-0.121854585,-0.108582549,-0.095812846,-0.077013477,-0.056706775,-0.038912406,-0.022123037,-0.003323668,0.017485701,0.03226507,0.046542106,0.067351141,0.08916551,0.116506879,0.136813582,0.153100617,0.182954653,0.226878022,0.297432724,0.387584093,0.512406796,0.693004498,0.922342867,1.213988569,1.552867272,1.730198807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
